crystalline_polished,,crystalline_nonpolished,,amorphous,,crystalline_coated,,crystalline_coated2,,crystalline_pyramid,,crystalline_black,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
1791,77.18549347,1791,74.91475677,1791,77.33409119,1791,36.5482254,1791,25.91439819,1791,23.46738815,1791,59.65097427,
1790,77.14203644,1790,74.83638763,1790,77.6832428,1790,36.49026108,1790,25.87970734,1790,23.54862976,1790,59.69805908,
1789,77.19792938,1789,74.837883,1789,77.94015503,1789,36.39376831,1789,25.84346199,1789,23.53580666,1789,59.6674614,
1788,77.25965118,1788,74.8024292,1788,78.33436584,1788,36.46574783,1788,25.95965004,1788,23.63722992,1788,59.63542938,
1787,77.18349457,1787,74.8055191,1787,78.4717865,1787,36.48589706,1787,25.86987305,1787,23.55605507,1787,59.63650513,
1786,77.24539185,1786,74.88053894,1786,78.78874969,1786,36.52751923,1786,25.82845306,1786,23.53929901,1786,59.59553528,
1785,77.18956757,1785,74.83085632,1785,78.9498291,1785,36.56587219,1785,25.90279961,1785,23.52120018,1785,59.50824738,
1784,77.27339935,1784,74.89807892,1784,79.27182007,1784,36.54703522,1784,25.97584724,1784,23.52343369,1784,59.60504532,
1783,77.30769348,1783,74.84939575,1783,79.49690247,1783,36.47829437,1783,25.86699486,1783,23.56196022,1783,59.5406723,
1782,77.25616455,1782,74.8332901,1782,79.69052887,1782,36.52796173,1782,25.86782074,1782,23.52943611,1782,59.52481079,
1781,77.28407288,1781,74.89910889,1781,79.97979736,1781,36.51572037,1781,25.88954544,1781,23.55168152,1781,59.51278305,
1780,77.20727539,1780,74.89205933,1780,80.2191391,1780,36.53598022,1780,25.82946777,1780,23.55353928,1780,59.32270813,
1779,77.25619507,1779,74.91320801,1779,80.42399597,1779,36.55152893,1779,25.88638687,1779,23.56119156,1779,59.30711746,
1778,77.33131409,1778,74.8208313,1778,80.6697464,1778,36.4937439,1778,25.9274044,1778,23.53934288,1778,59.25250626,
1777,77.17931366,1777,74.87529755,1777,80.84851074,1777,36.41524124,1777,25.87414742,1777,23.45712852,1777,59.19350433,
1776,77.23392487,1776,74.86283112,1776,81.07727051,1776,36.44274902,1776,25.83721542,1776,23.50860596,1776,59.11664963,
1775,77.2300415,1775,74.81323242,1775,81.2197113,1775,36.51968384,1775,25.86846733,1775,23.50839043,1775,59.06153488,
1774,77.23480225,1774,74.96459198,1774,81.53931427,1774,36.45666885,1774,25.92700768,1774,23.5579052,1774,59.17951584,
1773,77.20892334,1773,74.85678101,1773,81.6414032,1773,36.45691681,1773,25.84214211,1773,23.53630638,1773,59.01397324,
1772,77.21466064,1772,74.87631226,1772,81.84042358,1772,36.43254471,1772,25.81819916,1772,23.54290771,1772,58.95763016,
1771,77.1939621,1771,74.83708954,1771,81.99167633,1771,36.41391373,1771,25.9318924,1771,23.52262497,1771,58.82525635,
1770,77.31109619,1770,74.90843201,1770,82.29362488,1770,36.49947739,1770,25.90283394,1770,23.56385231,1770,58.86578369,
1769,77.21572876,1769,74.87889099,1769,82.32687378,1769,36.44882202,1769,25.92229271,1769,23.58649063,1769,58.74869919,
1768,77.23976135,1768,74.90045929,1768,82.6536026,1768,36.40470123,1768,25.92933273,1768,23.47847748,1768,58.62609863,
1767,77.23875427,1767,74.90985107,1767,82.80710602,1767,36.45671082,1767,25.89907265,1767,23.61758232,1767,58.62415314,
1766,77.29788208,1766,74.96307373,1766,82.92761993,1766,36.36532211,1766,25.84426689,1766,23.53429413,1766,58.51079941,
1765,77.14704895,1765,74.85491943,1765,83.05970764,1765,36.40923691,1765,25.94500732,1765,23.52664566,1765,58.49855042,
1764,77.21092987,1764,74.87162018,1764,83.25292969,1764,36.37919998,1764,25.83267403,1764,23.58773994,1764,58.44008255,
1763,77.1843338,1763,74.81343079,1763,83.48438263,1763,36.37129211,1763,25.87154198,1763,23.53581047,1763,58.33935547,
1762,77.24463654,1762,74.84460449,1762,83.57229614,1762,36.35542297,1762,25.91830826,1762,23.47318077,1762,58.30117416,
1761,77.24430084,1761,74.89276123,1761,83.72038269,1761,36.33722305,1761,25.94578934,1761,23.5240097,1761,58.23202896,
1760,77.18840027,1760,74.86057281,1760,83.89250946,1760,36.32621765,1760,25.88215828,1760,23.5603466,1760,58.18250656,
1759,77.16954803,1759,74.81008148,1759,84.0096817,1759,36.3484993,1759,25.88788795,1759,23.52996445,1759,58.05687332,
1758,77.18095398,1758,74.91138458,1758,84.16775513,1758,36.31745911,1758,25.89447212,1758,23.55911827,1758,58.00550461,
1757,77.28436279,1757,74.88295746,1757,84.38069916,1757,36.22935104,1757,25.95061684,1757,23.60502434,1757,58.03062439,
1756,77.20333099,1756,74.8470993,1756,84.45855713,1756,36.26344681,1756,25.88222694,1756,23.55475807,1756,57.9673996,
1755,77.10050201,1755,74.80292511,1755,84.57103729,1755,36.33385468,1755,25.86639786,1755,23.50208282,1755,57.74497223,
1754,77.25563049,1754,74.9285965,1754,84.80917358,1754,36.26652145,1754,25.86922073,1754,23.59915161,1754,57.83815384,
1753,77.15930939,1753,74.73227692,1753,84.77466583,1753,36.1879158,1753,25.86440659,1753,23.54253197,1753,57.71855164,
1752,77.14575195,1752,74.88214874,1752,84.95079041,1752,36.21032715,1752,25.90219688,1752,23.55725861,1752,57.69184113,
1751,77.15730286,1751,74.81645203,1751,85.05195618,1751,36.22461319,1751,25.86145401,1751,23.51482964,1751,57.52981186,
1750,77.09615326,1750,74.86952209,1750,85.08464813,1750,36.23913956,1750,25.84297562,1750,23.63061523,1750,57.4159317,
1749,77.1672821,1749,74.85775757,1749,85.27735138,1749,36.28628159,1749,25.91923141,1749,23.58156967,1749,57.45313263,
1748,77.15587616,1748,74.80243683,1748,85.37628937,1748,36.17144394,1748,25.87303734,1748,23.6006012,1748,57.29039764,
1747,77.16365051,1747,74.82740784,1747,85.43955994,1747,36.15803528,1747,25.83587265,1747,23.62474442,1747,57.12281418,
1746,77.14757538,1746,74.93643951,1746,85.60076904,1746,36.13228607,1746,25.79621315,1746,23.58259392,1746,57.11537552,
1745,77.24248505,1745,74.9002533,1745,85.6931839,1745,36.18874359,1745,25.87402725,1745,23.66745186,1745,57.01059723,
1744,77.07299042,1744,74.8371048,1744,85.72271729,1744,36.09080124,1744,25.86053848,1744,23.54962158,1744,56.83998489,
1743,77.15466309,1743,74.85205841,1743,85.87239075,1743,36.04259872,1743,25.84353447,1743,23.65406227,1743,56.74804306,
1742,77.01610565,1742,74.83149719,1742,85.87640381,1742,36.10377502,1742,25.81343651,1742,23.61885834,1742,56.57477951,
1741,77.1503067,1741,74.8131485,1741,86.10238647,1741,36.10526276,1741,25.82398415,1741,23.60071373,1741,56.50816727,
1740,77.16986084,1740,74.82821655,1740,86.11193848,1740,36.03101349,1740,25.80566788,1740,23.60908318,1740,56.35704803,
1739,77.11133575,1739,74.72307587,1739,86.1823349,1739,36.02140045,1739,25.8752346,1739,23.56423378,1739,56.29202652,
1738,77.07537079,1738,74.83219147,1738,86.30633545,1738,35.99401093,1738,25.80101204,1738,23.62840843,1738,56.1485405,
1737,77.14648438,1737,74.78819275,1737,86.36080933,1737,36.0315094,1737,25.79281044,1737,23.64840698,1737,56.01376343,
1736,77.11509705,1736,74.80218506,1736,86.46895599,1736,36.0457077,1736,25.89343834,1736,23.60519981,1736,56.00893021,
1735,77.09605408,1735,74.80162048,1735,86.52410889,1735,35.95015335,1735,25.83151245,1735,23.62302017,1735,55.84701157,
1734,77.02433777,1734,74.7093277,1734,86.53121948,1734,35.93574905,1734,25.77827072,1734,23.65016365,1734,55.68158722,
1733,77.08602142,1733,74.81584167,1733,86.70985413,1733,35.92384338,1733,25.84968185,1733,23.61079979,1733,55.69532394,
1732,77.08441162,1732,74.77137756,1732,86.68530273,1732,35.88143921,1732,25.81972122,1732,23.56251907,1732,55.56769562,
1731,77.10359955,1731,74.75588226,1731,86.76025391,1731,35.86612701,1731,25.83375931,1731,23.62317848,1731,55.45634079,
1730,77.08992004,1730,74.76963043,1730,86.89928436,1730,35.88698196,1730,25.80304718,1730,23.62535286,1730,55.39551926,
1729,77.1050415,1729,74.80626678,1729,86.89726257,1729,35.92598343,1729,25.83040237,1729,23.67014694,1729,55.37784576,
1728,77.05775452,1728,74.8269577,1728,86.98847961,1728,35.83047104,1728,25.8397274,1728,23.6419487,1728,55.32804871,
1727,77.10600281,1727,74.67827606,1727,86.97985077,1727,35.86710739,1727,25.78358269,1727,23.6581974,1727,55.22245789,
1726,77.08927917,1726,74.76124573,1726,87.07579041,1726,35.80813599,1726,25.91149521,1726,23.53252411,1726,55.25274277,
1725,76.99746704,1725,74.70571136,1725,87.09660339,1725,35.78329849,1725,25.66457367,1725,23.57647324,1725,55.13799667,
1724,77.05404663,1724,74.70584869,1724,87.210289,1724,35.84280777,1724,25.79693413,1724,23.66444969,1724,55.20957184,
1723,77.09037018,1723,74.78014374,1723,87.19314575,1723,35.7554245,1723,25.86086464,1723,23.54476547,1723,55.24524307,
1722,77.00167847,1722,74.73313904,1722,87.20833588,1722,35.84095764,1722,25.79376411,1722,23.61270523,1722,55.1897049,
1721,77.12012482,1721,74.74759674,1721,87.35204315,1721,35.86004639,1721,25.78841209,1721,23.66972733,1721,55.24295044,
1720,77.01403046,1720,74.71209717,1720,87.39900208,1720,35.91259384,1720,25.7947197,1720,23.53914642,1720,55.22559357,
1719,77.03668213,1719,74.78363037,1719,87.38375854,1719,35.92072296,1719,25.92453575,1719,23.65230179,1719,55.1849823,
1718,77.00836945,1718,74.77104187,1718,87.44311523,1718,35.94145203,1718,25.78870392,1718,23.64725113,1718,55.2516861,
1717,76.95217896,1717,74.71836853,1717,87.43267059,1717,35.85552979,1717,25.91510963,1717,23.66116333,1717,55.17603302,
1716,77.05768585,1716,74.80064392,1716,87.50924683,1716,35.99632263,1716,25.88684845,1716,23.69293213,1716,55.23723221,
1715,77.0830307,1715,74.79627228,1715,87.6379776,1715,35.92759705,1715,25.84496498,1715,23.59466934,1715,55.22511673,
1714,77.07372284,1714,74.78720093,1714,87.57393646,1714,35.88423538,1714,25.79872513,1714,23.62282562,1714,55.25920486,
1713,77.02805328,1713,74.84275055,1713,87.5945816,1713,35.91386032,1713,25.87234116,1713,23.70648193,1713,55.300354,
1712,77.13484192,1712,74.80998993,1712,87.65537262,1712,35.99289703,1712,25.8353653,1712,23.66255951,1712,55.26710129,
1711,77.0238266,1711,74.69603729,1711,87.68556976,1711,35.90619659,1711,25.7918129,1711,23.75146294,1711,55.31430054,
1710,77.04155731,1710,74.71437073,1710,87.61043549,1710,35.91584396,1710,25.86055183,1710,23.65745544,1710,55.19584274,
1709,77.0203476,1709,74.72390747,1709,87.68744659,1709,36.00858307,1709,25.90046883,1709,23.68000221,1709,55.2890358,
1708,77.0573349,1708,74.71221161,1708,87.73138428,1708,35.8968811,1708,25.80387497,1708,23.69476891,1708,55.30381775,
1707,77.05627441,1707,74.71958923,1707,87.71230316,1707,35.9983902,1707,25.86135292,1707,23.77131271,1707,55.33119583,
1706,77.07558441,1706,74.78677368,1706,87.73326874,1706,35.94214249,1706,25.83343697,1706,23.64558983,1706,55.38254547,
1705,76.99330139,1705,74.70132446,1705,87.74835968,1705,36.01913071,1705,25.87579536,1705,23.8014679,1705,55.33716583,
1704,77.01074982,1704,74.71350098,1704,87.7569046,1704,36.01397705,1704,25.84481239,1704,23.81039047,1704,55.45017242,
1703,77.1330719,1703,74.80118561,1703,87.82756042,1703,36.04393768,1703,25.86094666,1703,23.81729698,1703,55.59965515,
1702,77.04769135,1702,74.7647171,1702,87.85655975,1702,36.03787613,1702,25.87114334,1702,23.78737831,1702,55.54381561,
1701,77.04328918,1701,74.73002625,1701,87.75572968,1701,36.04898453,1701,25.82544708,1701,23.86662102,1701,55.58890533,
1700,77.09922791,1700,74.77981567,1700,87.80037689,1700,36.0788269,1700,25.88700104,1700,23.78281021,1700,55.80560684,
1699,77.05806732,1699,74.71014404,1699,87.7891922,1699,36.09423828,1699,25.85020638,1699,23.93596458,1699,55.84289551,
1698,76.99433899,1698,74.68914795,1698,87.80909729,1698,36.14165115,1698,25.86688995,1698,23.84938622,1698,55.96942902,
1697,77.12379456,1697,74.76602173,1697,87.90372467,1697,36.15427399,1697,25.87872696,1697,23.88389397,1697,56.15864563,
1696,76.99523163,1696,74.73362732,1696,87.88006592,1696,36.15340805,1696,25.84218979,1696,23.92900848,1696,56.2281189,
1695,77.05565643,1695,74.79611206,1695,87.87961578,1695,36.24269867,1695,25.85064507,1695,23.89987373,1695,56.49108124,
1694,76.99686432,1694,74.725914,1694,87.83322906,1694,36.31054688,1694,25.83471489,1694,23.93335342,1694,56.65246964,
1693,76.99129486,1693,74.77611542,1693,87.72540283,1693,36.33319855,1693,25.76948357,1693,23.96968079,1693,56.91950226,
1692,77.02610016,1692,74.68966675,1692,87.75789642,1692,36.44971848,1692,25.89172935,1692,24.00862122,1692,57.21746826,
1691,77.09616089,1691,74.81428528,1691,87.77272797,1691,36.47260666,1691,25.85379219,1691,24.04213524,1691,57.43070984,
1690,77.13128662,1690,74.73794556,1690,87.7772522,1690,36.61142349,1690,25.82295799,1690,24.00435066,1690,57.74348831,
1689,77.04493713,1689,74.67810822,1689,87.72483063,1689,36.66562271,1689,25.94893646,1689,24.07820129,1689,58.01140594,
1688,77.04202271,1688,74.71671295,1688,87.68768311,1688,36.70883942,1688,25.96521378,1688,24.13402557,1688,58.31757355,
1687,77.03707123,1687,74.72860718,1687,87.68575287,1687,36.79172516,1687,25.85129166,1687,24.10280991,1687,58.61095047,
1686,77.05728912,1686,74.75386047,1686,87.63469696,1686,36.88410187,1686,25.89636993,1686,24.17919159,1686,58.8474617,
1685,76.94745636,1685,74.67652893,1685,87.54104614,1685,36.95849609,1685,25.85918808,1685,24.19041443,1685,59.2354126,
1684,76.95374298,1684,74.71002197,1684,87.53250885,1684,37.10157776,1684,25.92158318,1684,24.26226997,1684,59.46509933,
1683,77.01307678,1683,74.71421051,1683,87.49977112,1683,37.12227249,1683,25.945755,1683,24.23752785,1683,59.80821991,
1682,77.06719208,1682,74.69022369,1682,87.57387543,1682,37.21547699,1682,25.95038414,1682,24.30890656,1682,60.11000824,
1681,77.09637451,1681,74.7408905,1681,87.50795746,1681,37.28195953,1681,25.898283,1681,24.37775993,1681,60.4648056,
1680,77.04989624,1680,74.77256012,1680,87.39569092,1680,37.37090683,1680,25.97893715,1680,24.38686371,1680,60.67262268,
1679,77.13237762,1679,74.80748749,1679,87.43121338,1679,37.4325943,1679,25.92987061,1679,24.34826851,1679,60.93429184,
1678,77.07649994,1678,74.72473145,1678,87.36462402,1678,37.46102905,1678,25.9671936,1678,24.40852547,1678,61.15581512,
1677,77.12316895,1677,74.70020294,1677,87.30043793,1677,37.5840416,1677,25.93975449,1677,24.46038437,1677,61.39065552,
1676,77.09215546,1676,74.74777985,1676,87.24715424,1676,37.63192749,1676,25.92224503,1676,24.42728043,1676,61.61551666,
1675,76.98207855,1675,74.66874695,1675,87.25915527,1675,37.63066101,1675,25.94909286,1675,24.39440346,1675,61.80532455,
1674,77.08083344,1674,74.64112091,1674,87.21670532,1674,37.7131958,1674,25.99353218,1674,24.43862343,1674,61.99558258,
1673,77.12518311,1673,74.74090576,1673,87.09174347,1673,37.83006287,1673,25.99855995,1673,24.53341675,1673,62.15983582,
1672,77.10932159,1672,74.83020782,1672,87.16861725,1672,37.88110733,1672,25.99421692,1672,24.53593254,1672,62.36668396,
1671,77.11586761,1671,74.72888184,1671,87.00792694,1671,37.95945358,1671,25.95801735,1671,24.62196159,1671,62.49160004,
1670,77.1384964,1670,74.78102112,1670,87.02197266,1670,37.89031982,1670,25.95988274,1670,24.53754997,1670,62.54483414,
1669,77.12062836,1669,74.76956177,1669,86.90963745,1669,38.00196075,1669,26.0507946,1669,24.62247849,1669,62.64616394,
1668,77.05703735,1668,74.74039459,1668,86.865448,1668,38.01727676,1668,25.99524498,1668,24.62907791,1668,62.7620697,
1667,77.11175537,1667,74.72712708,1667,86.8115921,1667,38.07603455,1667,25.96975899,1667,24.70771599,1667,62.84639359,
1666,77.14458466,1666,74.75009918,1666,86.73698425,1666,38.07191086,1666,25.98831367,1666,24.62535286,1666,62.90259552,
1665,77.19700623,1665,74.7640686,1665,86.61959076,1665,38.10414124,1665,26.00189972,1665,24.68711662,1665,62.9436264,
1664,77.08267975,1664,74.72714233,1664,86.55778503,1664,38.07913971,1664,25.9785881,1664,24.65389061,1664,62.9402771,
1663,77.13076019,1663,74.73467255,1663,86.48252869,1663,38.13235474,1663,25.98248672,1663,24.72971916,1663,63.01171875,
1662,77.07562256,1662,74.74329376,1662,86.41754913,1662,38.10676575,1662,25.94625664,1662,24.68000793,1662,63.12317657,
1661,77.11194611,1661,74.79200745,1661,86.3769455,1661,38.12743378,1661,25.99245071,1661,24.74801636,1661,63.17733383,
1660,77.17504883,1660,74.68685913,1660,86.32375336,1660,38.15113449,1660,26.02074051,1660,24.77798462,1660,63.16563416,
1659,77.14564514,1659,74.72335815,1659,86.24475861,1659,38.20693207,1659,26.01633072,1659,24.77331924,1659,63.20454025,
1658,77.1214447,1658,74.76709747,1658,86.04364014,1658,38.18603897,1658,26.00263023,1658,24.78893661,1658,63.15125656,
1657,77.16262054,1657,74.78965759,1657,85.99039459,1657,38.18735504,1657,26.05576134,1657,24.80069542,1657,63.29151535,
1656,77.1164093,1656,74.81797791,1656,85.98731232,1656,38.26727295,1656,25.96209717,1656,24.82959747,1656,63.26574707,
1655,77.13406372,1655,74.73239136,1655,85.88227844,1655,38.25915909,1655,25.99258041,1655,24.81900978,1655,63.34549332,
1654,77.05832672,1654,74.75216675,1654,85.75065613,1654,38.16963577,1654,25.95712852,1654,24.80051422,1654,63.29615021,
1653,77.11845398,1653,74.66622925,1653,85.61444855,1653,38.28203583,1653,26.04722595,1653,24.87594604,1653,63.27042389,
1652,77.18364716,1652,74.77844238,1652,85.69390106,1652,38.29803085,1652,25.9672699,1652,24.80173683,1652,63.3503685,
1651,77.14826202,1651,74.69172668,1651,85.4595108,1651,38.20077896,1651,25.98173332,1651,24.91496086,1651,63.32968521,
1650,77.14147949,1650,74.73292542,1650,85.31136322,1650,38.19079971,1650,25.93160629,1650,24.84439278,1650,63.34402084,
1649,77.22380829,1649,74.87744141,1649,85.349823,1649,38.39039612,1649,25.96967506,1649,24.8772049,1649,63.37683105,
1648,77.18847656,1648,74.70484924,1648,85.14624023,1648,38.30231476,1648,25.96132469,1648,24.88700294,1648,63.48000336,
1647,77.18809509,1647,74.78287506,1647,85.05220032,1647,38.27019501,1647,25.96315956,1647,24.84799576,1647,63.42657852,
1646,77.15507507,1646,74.76922607,1646,85.01460266,1646,38.33647919,1646,25.98452187,1646,24.95145988,1646,63.38334656,
1645,77.20594025,1645,74.77949524,1645,84.86935425,1645,38.35290527,1645,25.9618187,1645,24.89725876,1645,63.41600418,
1644,77.17259216,1644,74.74610138,1644,84.73397064,1644,38.30948257,1644,26.01898575,1644,24.95311928,1644,63.42174911,
1643,77.16101074,1643,74.78213501,1643,84.63074493,1643,38.34958267,1643,25.97855568,1643,24.94259453,1643,63.47518539,
1642,77.20900726,1642,74.82302094,1642,84.55919647,1642,38.36841965,1642,26.00499916,1642,24.97042847,1642,63.49542236,
1641,77.24520874,1641,74.79603577,1641,84.39927673,1641,38.35308075,1641,26.02833557,1641,25.02541924,1641,63.41115952,
1640,77.17411041,1640,74.75640869,1640,84.24346161,1640,38.35117722,1640,25.99202919,1640,24.97152328,1640,63.44894028,
1639,77.12203979,1639,74.68907166,1639,84.1723938,1639,38.2975235,1639,25.9424305,1639,24.94057655,1639,63.43802643,
1638,77.15097046,1638,74.7796402,1638,84.04456329,1638,38.32932281,1638,26.03787231,1638,24.95539093,1638,63.44702148,
1637,77.1913681,1637,74.76399994,1637,83.83379364,1637,38.36597824,1637,25.9848156,1637,25.03123283,1637,63.43270493,
1636,77.21947479,1636,74.75593567,1636,83.70975494,1636,38.43706131,1636,25.9644413,1636,24.9953289,1636,63.53229141,
1635,77.15680695,1635,74.77328491,1635,83.52959442,1635,38.33843231,1635,25.97914696,1635,25.02478409,1635,63.48124313,
1634,77.20420074,1634,74.7480011,1634,83.36531067,1634,38.39108658,1634,25.94335365,1634,25.00307465,1634,63.48976517,
1633,77.13700104,1633,74.78285217,1633,83.32032013,1633,38.37091446,1633,25.99462891,1633,25.04302216,1633,63.47748184,
1632,77.13526154,1632,74.73095703,1632,83.11379242,1632,38.37044144,1632,25.97321892,1632,25.00973701,1632,63.51570892,
1631,77.18826294,1631,74.71585846,1631,82.98616791,1631,38.39835358,1631,26.01550865,1631,25.01387024,1631,63.56771088,
1630,77.21901703,1630,74.78785706,1630,82.86597443,1630,38.38350296,1630,25.9496727,1630,25.04996109,1630,63.52787781,
1629,77.08784485,1629,74.72489166,1629,82.64122009,1629,38.47847748,1629,25.99529839,1629,25.00348091,1629,63.51673126,
1628,77.24724579,1628,74.81510162,1628,82.53479004,1628,38.46865463,1628,26.01861,1628,25.08438492,1628,63.65129852,
